D1004,D2001_Y,D2002,D2003,D2024,D3001_1,D3001_2,D3001_3,D3001_4,D3001_5,D3001_6,D3001_7,D3001_8,D3002,D3003_1,D3003_2,D3003_3,D3006_LH_PL,D3012_A,D3017,D3018_3
TUR_2015,1979,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,1. NEVER,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,2,3,4. NOT VERY SATISFIED,2
TUR_2015,1975,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,3. TWO TO ELEVEN TIMES A YEAR,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,10. STRONGLY LIKE,2. FAIRLY SATISFIED,1
TUR_2015,1972,2. FEMALE,07. ISCED LEVEL 6 - BACHELOR OR EQUIVALENT,1. NEVER,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1938,2. FEMALE,96. NONE (NO EDUCATION),6. ONCE A WEEK/MORE THAN ONCE A WEEK,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,97. VOLUNTEERED: REFUSED,5,4. NOT VERY SATISFIED,1
TUR_2015,1943,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,5. VERY UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,10. STRONGLY LIKE,1. VERY SATISFIED,1
TUR_2015,1938,2. FEMALE,96. NONE (NO EDUCATION),6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,10. STRONGLY LIKE,2. FAIRLY SATISFIED,1
TUR_2015,1975,2. FEMALE,03. ISCED LEVEL 2 - LOWER SECONDARY,8. DON'T KNOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,2,00. STRONGLY DISLIKE,4. NOT VERY SATISFIED,2
TUR_2015,1982,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,5. TWO OR MORE TIMES A MONTH,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,3,00. STRONGLY DISLIKE,4. NOT VERY SATISFIED,3
TUR_2015,1980,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,5. TWO OR MORE TIMES A MONTH,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT LESS THAN NOW,2. SOMEWHAT LIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,10. STRONGLY LIKE,2. FAIRLY SATISFIED,1
TUR_2015,1985,2. FEMALE,03. ISCED LEVEL 2 - LOWER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,4. SOMEWHAT UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,98. VOLUNTEERED: DON'T KNOW,5,4. NOT VERY SATISFIED,99. MISSING
TUR_2015,1983,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT LIKELY,1. GOTTEN BETTER,2. SOMEWHAT BETTER,9. MISSING,97. VOLUNTEERED: REFUSED,5,2. FAIRLY SATISFIED,99. MISSING
TUR_2015,1972,2. FEMALE,03. ISCED LEVEL 2 - LOWER SECONDARY,5. TWO OR MORE TIMES A MONTH,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,5. MUCH LESS THAN NOW,2. SOMEWHAT MORE THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,3,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,3
TUR_2015,1960,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,5. TWO OR MORE TIMES A MONTH,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,5. MUCH LESS THAN NOW,1. MUCH MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,3,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,3
TUR_2015,1988,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,3. THE SAME AS NOW,3. THE SAME AS NOW,7. VOLUNTEERED: REFUSED,3. THE SAME AS NOW,7. VOLUNTEERED: REFUSED,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,92. R CAST INVALID BALLOT,1,5. NOT AT ALL SATISFIED,99. MISSING
TUR_2015,1989,1. MALE,03. ISCED LEVEL 2 - LOWER SECONDARY,5. TWO OR MORE TIMES A MONTH,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,4. SOMEWHAT UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,90. OTHER PARTY/CANDIDATE (NOT FURTHER SPECIFIED),00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,99. MISSING
TUR_2015,1954,1. MALE,07. ISCED LEVEL 6 - BACHELOR OR EQUIVALENT,6. ONCE A WEEK/MORE THAN ONCE A WEEK,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,3,5,5. NOT AT ALL SATISFIED,3
TUR_2015,1978,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,99. MISSING,7,5. NOT AT ALL SATISFIED,99. MISSING
TUR_2015,1968,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,97. VOLUNTEERED: REFUSED,98. DON'T KNOW ENOUGH ABOUT/DON'T KNOW WHERE TO RATE,5. NOT AT ALL SATISFIED,99. MISSING
TUR_2015,1949,1. MALE,96. NONE (NO EDUCATION),5. TWO OR MORE TIMES A MONTH,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. VERY LIKELY,1. GOTTEN BETTER,1. MUCH BETTER,9. MISSING,1,10. STRONGLY LIKE,1. VERY SATISFIED,1
TUR_2015,1990,1. MALE,07. ISCED LEVEL 6 - BACHELOR OR EQUIVALENT,6. ONCE A WEEK/MORE THAN ONCE A WEEK,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,1. VERY LIKELY,8. VOLUNTEERED: DON'T KNOW,9. MISSING,9. MISSING,1,10. STRONGLY LIKE,2. FAIRLY SATISFIED,1
TUR_2015,1951,1. MALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,1. VERY LIKELY,1. GOTTEN BETTER,2. SOMEWHAT BETTER,9. MISSING,1,10. STRONGLY LIKE,1. VERY SATISFIED,1
TUR_2015,1964,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,2,10. STRONGLY LIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1996,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,2. ONCE A YEAR,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,1. GOTTEN BETTER,2. SOMEWHAT BETTER,9. MISSING,1,10. STRONGLY LIKE,2. FAIRLY SATISFIED,1
TUR_2015,1991,2. FEMALE,03. ISCED LEVEL 2 - LOWER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,3,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,3
TUR_2015,1970,1. MALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT UNLIKELY,1. GOTTEN BETTER,1. MUCH BETTER,9. MISSING,1,10. STRONGLY LIKE,1. VERY SATISFIED,1
TUR_2015,1983,1. MALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. VERY LIKELY,1. GOTTEN BETTER,1. MUCH BETTER,9. MISSING,1,10. STRONGLY LIKE,1. VERY SATISFIED,1
TUR_2015,1953,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,97. VOLUNTEERED: REFUSED,10. STRONGLY LIKE,4. NOT VERY SATISFIED,99. MISSING
TUR_2015,1981,2. FEMALE,07. ISCED LEVEL 6 - BACHELOR OR EQUIVALENT,3. TWO TO ELEVEN TIMES A YEAR,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. VERY LIKELY,1. GOTTEN BETTER,1. MUCH BETTER,9. MISSING,1,7,2. FAIRLY SATISFIED,1
TUR_2015,1992,2. FEMALE,07. ISCED LEVEL 6 - BACHELOR OR EQUIVALENT,3. TWO TO ELEVEN TIMES A YEAR,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT LIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,8,2. FAIRLY SATISFIED,1
TUR_2015,1995,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,2. ONCE A YEAR,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT LIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,2,00. STRONGLY DISLIKE,4. NOT VERY SATISFIED,2
TUR_2015,1938,1. MALE,96. NONE (NO EDUCATION),5. TWO OR MORE TIMES A MONTH,3. THE SAME AS NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT LIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,92. R CAST INVALID BALLOT,3,4. NOT VERY SATISFIED,99. MISSING
TUR_2015,1996,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,5. TWO OR MORE TIMES A MONTH,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT LIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,99. MISSING,2,5. NOT AT ALL SATISFIED,3
TUR_2015,1982,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,4. ONCE A MONTH,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,7. VOLUNTEERED: REFUSED,8. VOLUNTEERED: DON'T KNOW,3. THE SAME AS NOW,9. MISSING,9. MISSING,97. VOLUNTEERED: REFUSED,3,2. FAIRLY SATISFIED,99. MISSING
TUR_2015,1985,2. FEMALE,96. NONE (NO EDUCATION),5. TWO OR MORE TIMES A MONTH,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,5. MUCH LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,7. VOLUNTEERED: REFUSED,2. SOMEWHAT LIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,3,4,4. NOT VERY SATISFIED,99. MISSING
TUR_2015,1994,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,1. NEVER,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,90. OTHER PARTY (NOT FURTHER SPECIFIED)
TUR_2015,1992,1. MALE,03. ISCED LEVEL 2 - LOWER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,1,10. STRONGLY LIKE,2. FAIRLY SATISFIED,1
TUR_2015,1960,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,9. MISSING,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1995,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,7. REFUSED,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,2,00. STRONGLY DISLIKE,4. NOT VERY SATISFIED,99. MISSING
TUR_2015,1958,1. MALE,03. ISCED LEVEL 2 - LOWER SECONDARY,5. TWO OR MORE TIMES A MONTH,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT LIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,99. MISSING,1,5. NOT AT ALL SATISFIED,2
TUR_2015,1986,1. MALE,07. ISCED LEVEL 6 - BACHELOR OR EQUIVALENT,2. ONCE A YEAR,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,2,00. STRONGLY DISLIKE,5. NOT AT ALL SATISFIED,2
TUR_2015,1978,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,1. NEVER,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,5. MUCH WORSE,3,00. STRONGLY DISLIKE,4. NOT VERY SATISFIED,3
TUR_2015,1992,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,3. TWO TO ELEVEN TIMES A YEAR,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT LESS THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT LESS THAN NOW,4. SOMEWHAT UNLIKELY,3. THE SAME AS NOW,9. MISSING,9. MISSING,3,2,4. NOT VERY SATISFIED,3
TUR_2015,1997,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,5. TWO OR MORE TIMES A MONTH,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT LIKELY,1. GOTTEN BETTER,1. MUCH BETTER,9. MISSING,99. MISSING,8,2. FAIRLY SATISFIED,1
TUR_2015,1989,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,5. TWO OR MORE TIMES A MONTH,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,4. SOMEWHAT LESS THAN NOW,2. SOMEWHAT MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,3,2,2. FAIRLY SATISFIED,3
TUR_2015,1961,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,2. SOMEWHAT MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,2. SOMEWHAT MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,1,7,2. FAIRLY SATISFIED,99. MISSING
TUR_2015,1996,2. FEMALE,04. ISCED LEVEL 3 - UPPER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,1,8,2. FAIRLY SATISFIED,1
TUR_2015,1988,2. FEMALE,02. ISCED LEVEL 1 - PRIMARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,4. SOMEWHAT UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,99. MISSING,5,4. NOT VERY SATISFIED,99. MISSING
TUR_2015,1952,2. FEMALE,96. NONE (NO EDUCATION),6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,3. THE SAME AS NOW,3. THE SAME AS NOW,1. MUCH MORE THAN NOW,8. VOLUNTEERED: DON'T KNOW,2. SOMEWHAT MORE THAN NOW,1. MUCH MORE THAN NOW,5. VERY UNLIKELY,5. GOTTEN WORSE,9. MISSING,4. SOMEWHAT WORSE,1,10. STRONGLY LIKE,4. NOT VERY SATISFIED,1
TUR_2015,1996,1. MALE,04. ISCED LEVEL 3 - UPPER SECONDARY,6. ONCE A WEEK/MORE THAN ONCE A WEEK,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. MUCH MORE THAN NOW,1. VERY LIKELY,1. GOTTEN BETTER,2. SOMEWHAT BETTER,9. MISSING,1,10. STRONGLY LIKE,1. VERY SATISFIED,1
